item_id,name,category,subcategory,color,secondary_color,style,occasion,season,formality,pattern,material,price,gender,comfort_score,versatility_score,popularity_score,trend_score,image_placeholder
BOT_040,Olive Straight-Leg Trousers,bottom,trousers,black,navy,casual,semi_formal|travel,monsoon|winter,1,checks,denim,1400,female,0.76,0.39,0.69,0.93,assets/bottom/BOT_040.svg
BOT_041,Dusty Rose Mom Jeans,bottom,shorts,rust,blush,casual,formal|college|party|gym,all,2,stripes,suede,1150,male,0.69,0.65,0.52,0.27,assets/bottom/BOT_041.svg
BOT_042,Lavender Flared Jeans,bottom,shorts,wine,charcoal,semi_formal,gym|semi_formal|date|party,summer,2,animal_print,velvet,2650,male,0.73,0.53,0.89,0.9,assets/bottom/BOT_042.svg
BOT_043,Indigo Tapered Trousers,bottom,skirt,mustard,rust,casual,college|semi_formal|travel|gym,summer,3,floral,canvas,1000,male,0.7,0.61,0.98,0.27,assets/bottom/BOT_043.svg
BOT_044,Beige Wide Leg Trousers,bottom,jeans,white,cream,formal,gym|beach,monsoon|winter,3,abstract,canvas,1350,unisex,0.68,0.3,0.96,0.31,assets/bottom/BOT_044.svg
BOT_045,Beige Pleated Formal Trousers,bottom,pants,lavender,,semi_formal,date|party|festive|college|formal,monsoon|summer,3,stripes,rayon,2250,male,0.85,0.66,0.79,0.68,assets/bottom/BOT_045.svg
BOT_046,Beige Relaxed Fit Trousers,bottom,trousers,forest_green,olive,casual,festive|travel|casual|formal,summer,4,embroidered,chiffon,2050,female,0.77,0.59,0.31,0.86,assets/bottom/BOT_046.svg
BOT_047,Maroon Maxi Skirt,bottom,trousers,forest_green,navy,casual,gym|beach,winter|summer,2,abstract,knit,650,male,0.82,0.35,0.42,0.66,assets/bottom/BOT_047.svg
BOT_048,Black Maxi Skirt,bottom,shorts,forest_green,burnt_orange,indo_western,party|semi_formal|office,monsoon,1,embroidered,suede,1000,female,0.69,0.41,0.36,0.51,assets/bottom/BOT_048.svg
BOT_049,Coral Denim Shorts,bottom,shorts,charcoal,wine,indo_western,festive|party,all|winter,5,checks,chiffon,1800,male,0.72,0.24,0.93,0.82,assets/bottom/BOT_049.svg
BOT_050,Rust Midi Skirt,bottom,jeans,forest_green,wine,casual,college|semi_formal|gym,monsoon|summer,5,checks,chiffon,1300,female,0.75,0.52,0.79,0.93,assets/bottom/BOT_050.svg
BOT_051,Blush Midi Skirt,bottom,jeans,olive,rust,casual,date|travel|formal,winter,1,solid,silk,750,unisex,0.75,0.53,0.44,0.3,assets/bottom/BOT_051.svg
BOT_052,White Slim Fit Chinos,bottom,trousers,navy,teal,athleisure,college|travel|party,monsoon|winter,1,checks,silk,2800,female,0.82,0.4,0.75,0.59,assets/bottom/BOT_052.svg
BOT_053,Blush Bermuda Shorts,bottom,skirt,teal,burnt_orange,minimalist,beach|gym|office,all,2,tie_dye,knit,900,male,0.84,0.49,0.87,0.69,assets/bottom/BOT_053.svg
BOT_054,Charcoal Cargo Pants,bottom,pants,dusty_rose,olive,streetwear,semi_formal|party,monsoon,4,floral,jersey,1750,male,0.9,0.26,0.85,0.78,assets/bottom/BOT_054.svg
BOT_055,Cream Pleated Midi Skirt,bottom,jeans,lavender,wine,athleisure,festive|date|beach,winter,4,embroidered,suede,800,female,0.68,0.36,0.31,0.41,assets/bottom/BOT_055.svg
BOT_056,Dusty Rose Jogger Pants,bottom,jeans,dusty_rose,coral,preppy,college|travel|beach,winter|monsoon,1,animal_print,canvas,2400,male,0.64,0.39,0.98,0.53,assets/bottom/BOT_056.svg
BOT_057,Slate Bermuda Shorts,bottom,pants,teal,sky_blue,festive,formal|semi_formal|college|casual,monsoon,2,solid,georgette,2400,unisex,0.69,0.58,0.74,0.58,assets/bottom/BOT_057.svg
BOT_058,Maroon Jogger Pants,bottom,jeans,burnt_orange,,athleisure,date|college,summer|monsoon,4,block_print,velvet,2350,male,0.73,0.31,0.56,0.56,assets/bottom/BOT_058.svg
BOT_059,Cream Straight-Leg Trousers,bottom,skirt,navy,blush,bohemian,gym|casual|office|college,summer,4,animal_print,chiffon,2600,female,0.79,0.56,0.96,0.66,assets/bottom/BOT_059.svg
BOT_060,Burnt Orange Relaxed Fit Trousers,bottom,trousers,rust,,preppy,travel|gym,all,2,checks,canvas,2950,female,0.73,0.3,0.39,0.54,assets/bottom/BOT_060.svg
BOT_061,Coral Cargo Pants,bottom,shorts,sage_green,dusty_rose,minimalist,college|beach|festive|travel,all,4,stripes,georgette,2550,male,0.69,0.65,0.71,0.97,assets/bottom/BOT_061.svg
BOT_062,Wine Athletic Shorts,bottom,jeans,teal,tan,indo_western,travel|party|festive|formal,summer|all,5,geometric,denim,2750,male,0.68,0.56,0.79,0.23,assets/bottom/BOT_062.svg
BOT_063,Royal Blue High-Waist Jeans,bottom,skirt,burnt_orange,forest_green,indo_western,party|casual|beach|formal,monsoon,2,embroidered,synthetic_leather,800,unisex,0.56,0.54,0.75,0.35,assets/bottom/BOT_063.svg
BOT_064,Slate Wrap Skirt,bottom,trousers,navy,dusty_rose,festive,travel|office,winter,2,floral,knit,2050,female,0.9,0.25,0.62,0.93,assets/bottom/BOT_064.svg
BOT_065,Lavender A-Line Skirt,bottom,trousers,royal_blue,teal,indo_western,beach|casual,all,4,tie_dye,canvas,2850,female,0.66,0.31,0.48,0.86,assets/bottom/BOT_065.svg
BOT_066,Black Maxi Skirt,bottom,jeans,coral,royal_blue,semi_formal,gym|semi_formal|beach,summer,4,embroidered,polyester,1500,female,0.71,0.42,0.31,0.4,assets/bottom/BOT_066.svg
BOT_067,Blush Wide Leg Trousers,bottom,skirt,cream,burnt_orange,festive,festive|party|date|formal|college,summer,4,block_print,georgette,2950,unisex,0.74,0.69,0.5,0.75,assets/bottom/BOT_067.svg
BOT_068,Dusty Rose Straight-Leg Trousers,bottom,shorts,rust,,semi_formal,formal|beach|semi_formal|office,monsoon|all,5,checks,jersey,650,male,0.9,0.6,0.48,0.53,assets/bottom/BOT_068.svg
BOT_069,White Dhoti Pants,bottom,shorts,rust,burnt_orange,formal,semi_formal|travel|date|party,summer|winter,2,checks,wool,2700,unisex,0.8,0.6,0.94,0.96,assets/bottom/BOT_069.svg
BOT_070,Navy Mom Jeans,bottom,skirt,lavender,forest_green,preppy,formal|festive|party,all,4,solid,knit,1600,unisex,0.87,0.38,0.38,0.74,assets/bottom/BOT_070.svg
BOT_071,Mustard High-Waist Jeans,bottom,pants,wine,cream,formal,semi_formal|party|festive,all,2,abstract,silk,1700,female,0.78,0.41,0.62,0.37,assets/bottom/BOT_071.svg
BOT_072,Indigo Jogger Pants,bottom,trousers,mustard,tan,athleisure,office|gym,all|summer,4,solid,synthetic_leather,2050,unisex,0.6,0.32,0.92,0.81,assets/bottom/BOT_072.svg
BOT_073,Black Tapered Trousers,bottom,pants,beige,grey,athleisure,semi_formal|party|formal,winter|summer,5,solid,cotton,2450,male,0.94,0.4,0.66,0.62,assets/bottom/BOT_073.svg
BOT_074,Beige Mini Skirt,bottom,shorts,royal_blue,forest_green,formal,semi_formal|office|festive|casual,summer,1,abstract,synthetic_leather,1250,unisex,0.57,0.61,0.84,0.7,assets/bottom/BOT_074.svg
BOT_075,Tan Pleated Formal Trousers,bottom,pants,cream,teal,streetwear,college|festive,winter|summer,3,solid,cotton,2650,male,0.89,0.23,0.66,0.7,assets/bottom/BOT_075.svg
BOT_076,Grey Denim Shorts,bottom,trousers,sky_blue,maroon,minimalist,college|beach|date|semi_formal,all|winter,2,checks,denim,2550,female,0.72,0.69,0.78,0.58,assets/bottom/BOT_076.svg
BOT_077,Black Tapered Trousers,bottom,trousers,beige,navy,festive,gym|date,winter|all,1,geometric,linen,700,male,0.85,0.23,0.42,0.23,assets/bottom/BOT_077.svg
BOT_078,Tan Mini Skirt,bottom,skirt,black,olive,formal,college|casual,monsoon|all,3,stripes,suede,1750,female,0.68,0.29,0.58,0.97,assets/bottom/BOT_078.svg
BOT_079,Blush Wrap Skirt,bottom,skirt,olive,grey,athleisure,college|office|casual,winter|monsoon,4,animal_print,suede,2800,female,0.66,0.45,0.92,0.78,assets/bottom/BOT_079.svg
BOT_080,Charcoal Pleated Formal Trousers,bottom,trousers,blush,tan,festive,casual|college|formal|party|beach,monsoon,5,block_print,suede,2750,female,0.64,0.7,0.64,0.73,assets/bottom/BOT_080.svg
BOT_081,Sage Green Culottes,bottom,shorts,rust,charcoal,indo_western,beach|office,monsoon|summer,1,abstract,polyester,1100,male,0.66,0.24,0.75,0.52,assets/bottom/BOT_081.svg
BOT_082,Cream A-Line Skirt,bottom,trousers,dusty_rose,grey,indo_western,date|beach,all|summer,1,block_print,leather,450,male,0.63,0.3,0.97,0.71,assets/bottom/BOT_082.svg
BOT_083,Maroon Wide Leg Trousers,bottom,pants,dusty_rose,wine,preppy,party|casual|semi_formal|date,all|summer,4,stripes,leather,2850,unisex,0.55,0.53,0.74,0.84,assets/bottom/BOT_083.svg
BOT_084,Lavender Paper Bag Waist Pants,bottom,pants,beige,slate,athleisure,office|date,winter,3,stripes,denim,850,unisex,0.69,0.31,0.43,0.47,assets/bottom/BOT_084.svg
BOT_085,Coral Tapered Trousers,bottom,shorts,black,sage_green,casual,date|gym|travel|office|semi_formal,winter|monsoon,4,tie_dye,denim,2650,male,0.74,0.72,0.57,0.68,assets/bottom/BOT_085.svg
BOT_086,Teal Pencil Skirt,bottom,skirt,beige,olive,athleisure,festive|party|formal|date,monsoon|all,5,block_print,chiffon,2850,unisex,0.71,0.56,0.5,0.48,assets/bottom/BOT_086.svg
BOT_087,Coral Jogger Pants,bottom,trousers,charcoal,sky_blue,preppy,party|travel,all|summer,5,block_print,jersey,2100,unisex,0.83,0.24,0.77,0.36,assets/bottom/BOT_087.svg
BOT_088,Tan Straight-Leg Trousers,bottom,trousers,indigo,sage_green,casual,formal|semi_formal,winter,4,block_print,silk,1850,female,0.77,0.38,0.86,0.43,assets/bottom/BOT_088.svg
BOT_089,Teal Pencil Skirt,bottom,jeans,maroon,coral,indo_western,casual|formal,winter,3,geometric,jersey,1300,female,0.85,0.29,0.43,0.34,assets/bottom/BOT_089.svg
BOT_090,Teal High-Waist Jeans,bottom,pants,wine,forest_green,casual,travel|formal|office|beach,summer,4,checks,suede,1750,male,0.66,0.65,0.74,0.87,assets/bottom/BOT_090.svg
BOT_091,Wine Bermuda Shorts,bottom,skirt,royal_blue,olive,festive,party|travel,all,5,block_print,knit,700,female,0.83,0.24,0.45,0.47,assets/bottom/BOT_091.svg
BOT_092,Maroon Athletic Shorts,bottom,skirt,cream,royal_blue,preppy,college|party,monsoon,2,animal_print,synthetic_leather,2950,female,0.57,0.28,0.5,0.93,assets/bottom/BOT_092.svg
BOT_093,Rust A-Line Skirt,bottom,skirt,dusty_rose,sage_green,streetwear,formal|semi_formal,summer,2,floral,synthetic_leather,800,unisex,0.62,0.27,0.37,0.63,assets/bottom/BOT_093.svg
BOT_094,Navy Pleated Midi Skirt,bottom,shorts,white,grey,streetwear,date|party,summer|monsoon,2,floral,silk,600,unisex,0.79,0.27,0.58,0.45,assets/bottom/BOT_094.svg
BOT_095,Grey Bermuda Shorts,bottom,shorts,blush,navy,bohemian,gym|casual,monsoon|all,1,stripes,cotton,2450,unisex,0.93,0.27,0.58,0.73,assets/bottom/BOT_095.svg
BOT_096,Sage Green Mom Jeans,bottom,shorts,slate,coral,bohemian,travel|formal|office|gym|party,summer,5,solid,silk,450,male,0.81,0.67,0.68,0.27,assets/bottom/BOT_096.svg
BOT_097,Slate Pleated Midi Skirt,bottom,trousers,olive,maroon,semi_formal,festive|travel|office,summer,3,checks,knit,2900,unisex,0.91,0.45,1.0,0.57,assets/bottom/BOT_097.svg
BOT_098,Burnt Orange Tapered Trousers,bottom,pants,lavender,beige,semi_formal,college|semi_formal|date|party,winter,3,abstract,linen,800,male,0.85,0.56,0.51,0.67,assets/bottom/BOT_098.svg
BOT_099,Lavender Mini Skirt,bottom,pants,royal_blue,slate,athleisure,casual|party|semi_formal,monsoon,3,embroidered,suede,1550,unisex,0.64,0.44,0.64,0.29,assets/bottom/BOT_099.svg
BOT_100,Forest Green Cargo Pants,bottom,pants,rust,tan,casual,beach|college|gym|casual,winter|summer,5,block_print,wool,2800,male,0.78,0.68,0.63,0.82,assets/bottom/BOT_100.svg
DRE_001,Teal Shift Dress,dress,mini_dress,navy,mustard,bohemian,date|travel|gym,winter,2,block_print,velvet,2750,female,0.75,0.38,0.96,0.73,assets/dress/DRE_001.svg
DRE_002,Slate Floral Midi Dress,dress,maxi_dress,navy,burnt_orange,bohemian,casual|semi_formal|date|gym,monsoon,2,animal_print,synthetic_leather,1650,unisex,0.62,0.58,0.33,0.72,assets/dress/DRE_002.svg
DRE_003,Blush Tiered Ruffle Dress,dress,midi_dress,coral,teal,bohemian,gym|travel|office|festive,all|summer,2,block_print,georgette,3100,unisex,0.72,0.58,0.64,0.59,assets/dress/DRE_003.svg
DRE_004,Rust Pleated Dress,dress,midi_dress,beige,maroon,formal,office|semi_formal|college|formal|travel,all,2,abstract,silk,2200,female,0.8,0.73,0.45,0.33,assets/dress/DRE_004.svg
DRE_005,Black Shift Dress,dress,kurta,beige,tan,festive,gym|beach|office,winter,3,geometric,polyester,850,female,0.7,0.4,0.98,0.71,assets/dress/DRE_005.svg
DRE_006,Navy Shift Dress,dress,mini_dress,beige,,preppy,date|office|semi_formal|festive|formal,winter|monsoon,3,abstract,leather,3850,unisex,0.61,0.64,0.56,0.31,assets/dress/DRE_006.svg
DRE_007,Maroon Tiered Ruffle Dress,dress,midi_dress,charcoal,coral,preppy,gym|college|office,all,2,checks,suede,850,female,0.69,0.44,0.75,0.62,assets/dress/DRE_007.svg
DRE_008,White Floral Midi Dress,dress,mini_dress,wine,,preppy,date|festive|party,monsoon,5,embroidered,suede,1100,female,0.69,0.37,0.72,0.63,assets/dress/DRE_008.svg
DRE_009,Maroon Maxi Wrap Dress,dress,mini_dress,teal,tan,semi_formal,travel|casual,monsoon|summer,4,checks,cotton,3500,unisex,0.92,0.25,0.9,0.54,assets/dress/DRE_009.svg
DRE_010,Sky Blue Shirt Dress,dress,mini_dress,charcoal,olive,bohemian,festive|travel|gym,monsoon|all,5,abstract,canvas,3000,unisex,0.7,0.44,0.76,0.8,assets/dress/DRE_010.svg
DRE_011,Blush Bodycon Dress,dress,kurta,sage_green,coral,casual,travel|festive|party,summer,5,checks,denim,1350,unisex,0.76,0.48,0.34,0.38,assets/dress/DRE_011.svg
DRE_012,Sky Blue Maxi Wrap Dress,dress,midi_dress,olive,tan,indo_western,gym|travel|formal|casual|festive,monsoon,2,floral,canvas,2500,female,0.71,0.68,0.79,0.69,assets/dress/DRE_012.svg
DRE_013,Lavender Shift Dress,dress,midi_dress,lavender,blush,athleisure,college|formal|festive,summer,3,stripes,cotton,2350,unisex,0.92,0.42,0.71,0.48,assets/dress/DRE_013.svg
DRE_014,Royal Blue Fit and Flare Dress,dress,mini_dress,mustard,sage_green,streetwear,festive|gym|casual|formal|college,monsoon|summer,2,block_print,wool,3000,unisex,0.82,0.71,0.7,0.76,assets/dress/DRE_014.svg
DRE_015,Wine Blazer Dress,dress,kurta,grey,burnt_orange,streetwear,date|beach|casual|gym,monsoon,3,animal_print,chiffon,2250,unisex,0.74,0.5,0.88,0.4,assets/dress/DRE_015.svg
DRE_016,Teal Linen Shirt Dress,dress,midi_dress,charcoal,dusty_rose,bohemian,travel|office,winter,4,embroidered,jersey,1600,female,0.85,0.25,0.49,0.38,assets/dress/DRE_016.svg
DRE_017,Sky Blue Sundress,dress,maxi_dress,tan,blush,indo_western,college|beach,all,2,abstract,silk,3200,unisex,0.8,0.32,0.93,0.9,assets/dress/DRE_017.svg
DRE_018,Olive Ethnic Kurta Dress,dress,kurta,mustard,rust,festive,semi_formal|gym|office|casual|formal,winter|all,4,stripes,georgette,850,unisex,0.71,0.63,0.77,0.5,assets/dress/DRE_018.svg
DRE_019,Dusty Rose Sundress,dress,midi_dress,forest_green,rust,preppy,travel|formal|semi_formal,all,4,animal_print,georgette,2100,female,0.72,0.43,0.56,0.52,assets/dress/DRE_019.svg
DRE_020,Olive Fit and Flare Dress,dress,kurta,sage_green,mustard,athleisure,college|formal|semi_formal,all,3,solid,silk,1500,female,0.79,0.37,0.93,0.7,assets/dress/DRE_020.svg
DRE_021,Charcoal Shirt Dress,dress,mini_dress,blush,olive,casual,festive|college,summer|winter,4,abstract,georgette,1600,unisex,0.72,0.36,0.95,0.41,assets/dress/DRE_021.svg
DRE_022,Mustard A-Line Midi Dress,dress,midi_dress,olive,,minimalist,gym|beach|travel,all|summer,4,animal_print,knit,2150,unisex,0.87,0.55,0.91,0.71,assets/dress/DRE_022.svg
DRE_023,Mustard Linen Shirt Dress,dress,mini_dress,dusty_rose,royal_blue,bohemian,college|office,all|winter,4,embroidered,canvas,2000,unisex,0.7,0.27,0.62,0.33,assets/dress/DRE_023.svg
DRE_024,Beige Floral Midi Dress,dress,midi_dress,grey,beige,streetwear,college|semi_formal|office|festive,all,2,block_print,chiffon,2650,female,0.7,0.56,0.36,0.95,assets/dress/DRE_024.svg
DRE_025,Burnt Orange Shift Dress,dress,kurta,black,navy,bohemian,date|office|gym|travel,monsoon|all,5,embroidered,chiffon,2050,female,0.79,0.57,0.42,0.68,assets/dress/DRE_025.svg
DRE_026,Rust Linen Shirt Dress,dress,kurta,cream,burnt_orange,bohemian,date|travel|semi_formal|college,monsoon,4,solid,velvet,2400,female,0.76,0.57,0.4,0.43,assets/dress/DRE_026.svg
DRE_027,Blush Pleated Dress,dress,midi_dress,royal_blue,,casual,formal|casual|festive|beach|date,all,4,block_print,synthetic_leather,2950,unisex,0.57,0.73,0.82,0.51,assets/dress/DRE_027.svg
DRE_028,Royal Blue Shirt Dress,dress,kurta,coral,indigo,festive,beach|semi_formal|travel|formal|office,summer,5,checks,linen,1800,female,0.83,0.7,0.73,0.42,assets/dress/DRE_028.svg
DRE_029,Maroon Sundress,dress,kurta,olive,grey,minimalist,casual|travel|beach,summer|all,3,stripes,cotton,1800,female,0.85,0.48,0.59,0.83,assets/dress/DRE_029.svg
DRE_030,Lavender Blazer Dress,dress,kurta,indigo,teal,streetwear,college|office|casual|formal,winter,5,geometric,polyester,2900,unisex,0.73,0.51,0.84,0.4,assets/dress/DRE_030.svg
DRE_031,Royal Blue Floral Midi Dress,dress,kurta,tan,maroon,indo_western,date|college|travel,winter|monsoon,4,solid,polyester,2300,female,0.68,0.42,0.44,0.91,assets/dress/DRE_031.svg
DRE_032,Grey Shift Dress,dress,maxi_dress,teal,,semi_formal,casual|office|formal|college,winter|all,2,stripes,suede,750,female,0.62,0.5,0.73,0.94,assets/dress/DRE_032.svg
DRE_033,White Sundress,dress,midi_dress,royal_blue,lavender,festive,office|date,winter|summer,4,animal_print,silk,3950,unisex,0.82,0.25,0.33,0.77,assets/dress/DRE_033.svg
DRE_034,Sage Green Floral Midi Dress,dress,mini_dress,lavender,dusty_rose,indo_western,gym|office|travel,winter,3,embroidered,synthetic_leather,1850,unisex,0.61,0.41,0.62,0.82,assets/dress/DRE_034.svg
DRE_035,Slate Bodycon Dress,dress,kurta,tan,sage_green,athleisure,gym|semi_formal|party|college,monsoon,5,abstract,cotton,1500,unisex,0.91,0.51,0.67,0.25,assets/dress/DRE_035.svg
DRE_036,Olive Asymmetric Hem Dress,dress,maxi_dress,grey,white,preppy,college|date|semi_formal,monsoon|summer,5,abstract,polyester,3350,female,0.71,0.37,0.95,0.37,assets/dress/DRE_036.svg
DRE_037,Navy Blazer Dress,dress,kurta,sky_blue,forest_green,festive,travel|festive|party|casual,summer|all,2,block_print,polyester,850,female,0.66,0.52,0.57,0.35,assets/dress/DRE_037.svg
DRE_038,Wine Linen Shirt Dress,dress,maxi_dress,tan,mustard,streetwear,college|gym|party|date|travel,monsoon|all,3,checks,rayon,1400,unisex,0.86,0.72,0.69,1.0,assets/dress/DRE_038.svg
DRE_039,Mustard Ethnic Kurta Dress,dress,mini_dress,teal,,festive,gym|semi_formal|travel|beach,all|winter,4,animal_print,suede,3750,female,0.67,0.59,0.72,0.61,assets/dress/DRE_039.svg
DRE_040,Black Shirt Dress,dress,mini_dress,sage_green,rust,festive,party|casual|formal,summer,3,embroidered,chiffon,3050,unisex,0.71,0.39,0.92,0.4,assets/dress/DRE_040.svg
DRE_041,Burnt Orange A-Line Midi Dress,dress,mini_dress,olive,rust,preppy,college|party|date,all,4,stripes,canvas,1100,female,0.72,0.39,0.92,0.55,assets/dress/DRE_041.svg
DRE_042,Indigo Shift Dress,dress,midi_dress,sage_green,sky_blue,formal,casual|formal|travel|beach|office,summer,3,animal_print,cotton,2050,unisex,0.93,0.74,0.36,0.55,assets/dress/DRE_042.svg
DRE_043,Beige Bodycon Dress,dress,kurta,slate,white,festive,date|gym,all,4,block_print,jersey,2350,unisex,0.91,0.24,0.39,0.65,assets/dress/DRE_043.svg
DRE_044,Teal Linen Shirt Dress,dress,kurta,indigo,mustard,bohemian,semi_formal|college|formal,all,2,animal_print,wool,3500,unisex,0.76,0.39,0.72,0.22,assets/dress/DRE_044.svg
DRE_045,Olive Sundress,dress,mini_dress,maroon,blush,bohemian,date|casual|semi_formal,summer,2,floral,leather,1350,female,0.64,0.44,0.31,0.76,assets/dress/DRE_045.svg
DRE_046,Burnt Orange Blazer Dress,dress,midi_dress,slate,sage_green,semi_formal,party|semi_formal,winter|monsoon,4,solid,synthetic_leather,1550,unisex,0.59,0.29,0.33,0.34,assets/dress/DRE_046.svg
DRE_047,Maroon Ethnic Kurta Dress,dress,mini_dress,navy,mustard,minimalist,date|casual,summer,4,geometric,georgette,3400,unisex,0.7,0.36,0.98,0.28,assets/dress/DRE_047.svg
DRE_048,Charcoal Asymmetric Hem Dress,dress,mini_dress,sage_green,slate,casual,semi_formal|travel|date,monsoon|winter,3,animal_print,linen,850,female,0.8,0.51,0.55,0.44,assets/dress/DRE_048.svg
DRE_049,White Linen Shirt Dress,dress,mini_dress,dusty_rose,mustard,formal,casual|travel|formal|semi_formal|college,all,5,floral,georgette,1050,female,0.72,0.71,0.72,0.56,assets/dress/DRE_049.svg
DRE_050,Maroon Linen Shirt Dress,dress,maxi_dress,beige,cream,formal,office|formal|travel,summer|monsoon,3,block_print,silk,3400,female,0.77,0.49,0.4,0.22,assets/dress/DRE_050.svg
DRE_051,Mustard Slip Dress,dress,mini_dress,beige,maroon,casual,beach|formal|office|semi_formal|casual,winter,4,floral,velvet,3800,female,0.75,0.78,0.63,0.6,assets/dress/DRE_051.svg
DRE_052,Blush Linen Shirt Dress,dress,kurta,beige,maroon,semi_formal,festive|date|gym,summer|winter,2,animal_print,knit,1600,female,0.89,0.46,0.83,0.25,assets/dress/DRE_052.svg
DRE_053,Sky Blue Blazer Dress,dress,kurta,slate,teal,bohemian,semi_formal|festive|gym|casual|formal,all,2,embroidered,jersey,2300,female,0.92,0.66,0.68,0.99,assets/dress/DRE_053.svg
DRE_054,Sage Green Slip Dress,dress,midi_dress,burnt_orange,,minimalist,formal|date|festive,monsoon|all,3,solid,polyester,2600,female,0.7,0.52,0.36,0.6,assets/dress/DRE_054.svg
DRE_055,Indigo Fit and Flare Dress,dress,maxi_dress,cream,sky_blue,semi_formal,festive|party|date|casual|college,monsoon|all,2,checks,silk,2550,female,0.76,0.7,0.74,0.27,assets/dress/DRE_055.svg
DRE_056,Slate Ethnic Kurta Dress,dress,kurta,wine,blush,formal,travel|festive|casual|office|date,summer,3,animal_print,rayon,1350,unisex,0.8,0.76,0.61,0.7,assets/dress/DRE_056.svg
DRE_057,Beige Shift Dress,dress,midi_dress,sage_green,,casual,casual|date|gym|travel,winter,5,tie_dye,cotton,3200,unisex,0.9,0.62,0.72,0.21,assets/dress/DRE_057.svg
DRE_058,Sky Blue Linen Shirt Dress,dress,mini_dress,white,tan,bohemian,office|beach,monsoon,3,abstract,wool,850,female,0.73,0.26,0.42,0.74,assets/dress/DRE_058.svg
DRE_059,Cream Floral Midi Dress,dress,maxi_dress,dusty_rose,teal,athleisure,college|formal,monsoon,5,embroidered,knit,1000,female,0.83,0.31,0.53,0.53,assets/dress/DRE_059.svg
DRE_060,Blush Shift Dress,dress,maxi_dress,navy,rust,preppy,gym|travel,monsoon|winter,4,block_print,polyester,3950,unisex,0.74,0.28,0.65,0.78,assets/dress/DRE_060.svg
SHO_001,Olive Sports Sliders,shoes,boots,cream,tan,streetwear,semi_formal|casual|college|gym,all|summer,2,abstract,chiffon,3500,female,0.75,0.56,0.31,0.36,assets/shoes/SHO_001.svg
SHO_002,Navy Flat Sandals,shoes,sandals,teal,indigo,preppy,casual|college|party|travel,winter,1,abstract,velvet,3000,female,0.8,0.54,0.63,0.23,assets/shoes/SHO_002.svg
SHO_003,Beige Espadrilles,shoes,formal,slate,tan,bohemian,festive|casual|travel|formal|date,winter,5,tie_dye,jersey,2750,female,0.91,0.72,0.55,0.98,assets/shoes/SHO_003.svg
SHO_004,Dusty Rose Ankle Boots,shoes,sandals,dusty_rose,slate,casual,office|gym|college|formal|party,all,4,floral,rayon,1600,male,0.82,0.81,0.45,0.44,assets/shoes/SHO_004.svg
SHO_005,White Block Heel Pumps,shoes,sneakers,dusty_rose,rust,festive,travel|casual|date|office|college,summer,3,block_print,linen,1750,female,0.82,0.64,0.57,0.89,assets/shoes/SHO_005.svg
SHO_006,Burnt Orange Chunky Sole Sneakers,shoes,sneakers,black,sky_blue,minimalist,date|casual|college|formal,winter|summer,2,geometric,linen,3100,male,0.85,0.67,0.77,0.42,assets/shoes/SHO_006.svg
SHO_007,Grey White Canvas Sneakers,shoes,formal,dusty_rose,forest_green,formal,travel|party|beach,winter,3,stripes,denim,3400,female,0.73,0.44,0.61,0.3,assets/shoes/SHO_007.svg
SHO_008,White Slip-On Loafers,shoes,boots,teal,olive,preppy,college|festive,monsoon|winter,4,floral,canvas,2950,unisex,0.73,0.3,0.63,0.31,assets/shoes/SHO_008.svg
SHO_009,Grey Espadrilles,shoes,flats,sky_blue,forest_green,bohemian,date|semi_formal|gym|office|festive,monsoon|winter,2,embroidered,velvet,2100,female,0.72,0.64,0.64,0.88,assets/shoes/SHO_009.svg
SHO_010,Sky Blue Kitten Heels,shoes,sandals,dusty_rose,wine,streetwear,festive|college,all|monsoon,3,animal_print,silk,3750,female,0.81,0.28,0.98,0.51,assets/shoes/SHO_010.svg
SHO_011,Blush Kitten Heels,shoes,sandals,tan,blush,streetwear,gym|party|travel|semi_formal|college,summer|monsoon,5,tie_dye,suede,3550,male,0.63,0.64,0.61,0.45,assets/shoes/SHO_011.svg
SHO_012,Sky Blue Slip-On Loafers,shoes,boots,beige,sky_blue,casual,date|casual|college|semi_formal,all,2,block_print,canvas,3600,male,0.67,0.63,0.44,0.75,assets/shoes/SHO_012.svg
SHO_013,Wine Flat Sandals,shoes,sandals,beige,dusty_rose,casual,college|gym|casual|festive,summer,5,block_print,suede,2000,female,0.61,0.6,0.32,0.55,assets/shoes/SHO_013.svg
SHO_014,Coral Platform Sneakers,shoes,heels,olive,rust,formal,festive|beach|travel|semi_formal|party,monsoon|winter,5,checks,canvas,1250,female,0.73,0.75,0.39,0.26,assets/shoes/SHO_014.svg
SHO_015,Slate Ballet Flats,shoes,sneakers,cream,,preppy,college|office|festive,all,5,block_print,suede,2250,male,0.66,0.4,0.55,0.35,assets/shoes/SHO_015.svg
SHO_016,Wine Ballet Flats,shoes,heels,white,sky_blue,indo_western,festive|travel|party|casual,all,3,stripes,chiffon,3400,male,0.76,0.55,0.9,0.8,assets/shoes/SHO_016.svg
SHO_017,Rust Running Shoes,shoes,sandals,wine,burnt_orange,preppy,date|college|travel,all,3,embroidered,linen,700,female,0.86,0.39,0.55,0.98,assets/shoes/SHO_017.svg
